New Sentence, Luganda - Translation,Swahili - Translation,Sentiment code
"MTN internet is the worst on weekends, they convince people that it is fast.","Yintaneeti ya MTN y'esinga okuba embi ku nkomerero ya wiiki, bamatiza abantu nti edduka nnyo.","Mtandap wa MTN, haupo vizuri kabisa mwishoni mwa juma, wanashawishi watu kuwa mtandao huo upo na mwendokasi.",Neg
We always buy Airtel bundles with the fastest internet.,Tugula bbando za Airtel ezirina yintaneeti edduka.,Daima huwa tunanunua vifurushi vya Airtel kwa mtandao ulioharaka.,Pos
Airtel has poor network connectivity in Western Uganda.,Airtel erina omuyu??aano gwa yintaneeti omubi mu Bugwanjuba bwa Uganda.,Airtel una huduma mbovu za kimtandao Uganda Magharibi.,Neg
People were excited when fireworks were lit on MTN's twentieth anniversary.,Abantu baacamuka ng'ebiriroliro bikubiddwa ku bijaguzo bya MTN eby'amakumi abiri.,Watu walishangazwa baada ya mafataki kurushwa katika maadhimisho ya miaka ishirini ya MTN.,Pos
"Thank you, Airtel internet network is fast these days.","Mwebale nnyo, yintaneeti ya Airtel edduka ennaku zino.","Asante, huduma ya kimtandao ya Airtel ipo haraka siku hizi.",Pos
MTN voice calls have failed to go through today!,Amasimu ku MTN gagaanye okuyitamu olwaleero!,Huduma za kupiga simu kwa MTN zimeshindikana siku nzima.,Neg
I was frustrated with MTN's internet speed.,Nasobeddwa embiro za yintaneeti ya MTN.,Nilichanganyikiwa kwa huduma za kimtandao za MTN zenye haraka.,Neg
We are angry with the Airtel service center's charge for upgrading a sim card.,"Tuli banyiivu eri ebisale, ettabi lya Airtel bye lisaba okulinnyisa omutindo gwa layini.",Tuna hasira na malipo ya huduma za Airtel za kuhuisha laini ya simu.,Neg
Social media notifications come after minutes of constant refreshing because Airtel's internet is slow.,Obubaka bw'emikutu emigattabantu bujja nga wayiseewo eddakiika kubanga yintaneeti ya Airtel esooba.,Taarifa za mitandao ya kijamii huchelewa kufika kwa kudumisha kupunguza vitu kwasababu matandao wa Airtel upo chini.,Neg
The Airtel top management instructed everyone to keep quiet about the manager's awful behavior.,Akakiiko akakulembera Airtel ak'oku ntikko kaalagidde buli omu asigale nga musirifu ku nneeyisa ya maneja embi.,Uongozi wa juu wa Airtel umemuamuru kila mmoja kunyamaza juu ya tabia mbaya za meneja.,Neg
"Sadly, some Airtel customer care personnel ask for money when resetting the mobile money pin.","Eky'ennaku, abakozi abamu abakola ku nsonga za bakasitoma basaba ensimbi nga bayiwa ennamba ya mobile money enkuumi.","Huzuni, baadhi ya watoa huduma kwa wateja wa Airtel hudai malipo wanaporekebisha nywila za huduma za fedha za kupitia simu.",Neg
The Airtel network is unstable.,Omuyungo gwa Airtel si mutebenkevu.,Huduma za kimtandao za Airtel hazipo vizuri.,Neg
Airtel charged my account after hours and never activated my bundle.,Airtel yasala ensimbi ku akaawunti yange nga wayiseewo essaawa eziwera naye n'etateekako bbando yange.,Airtel waliitoza akaunti yangu baada ya saa kadhaa hawakukihuisha kfurushi changu.,Neg
A few hours without Airtel internet is more than a delay.,Essaawa entonotono nga yintaneeti ya Airtel teriiko zisinga okulwisibwa.,Saa chache bila huduma ya kimtandao ya Airtel ni zaidi ya siku.,Neg
This MTN bundle makes downloading songs a lot simpler.,Bbando ya MTN eno eyanguya omulimu gw'okuwanula ennyimba.,Kifurushi hiki cha MTN kinafanya upakuaji wa nyimbo kuwa rahisi sana.,Pos
Karamoja is too large and requires too much movement to reach an Airtel outlet.,Ekitundu kya Karamoja kigazi nnyo era kyetaagisa okutambula ennyo okusobola okutuuka ku ttabi lya Airtel.,Karamoja ni kubwa na inahitajia utembeaji wa umbali mrefu kufikia kituo cha Airtel.,Neg
Airtel needs to put an option of buying quarterly data using our phones directly.,Airtel yeetaaga okuteekawo obusobozi bw'okugula data ow'emyezi esatu nga tukozesa essimu zaffe butereevu.,Airtel inatarajia kuweka chaguo la kununua kifurushi cha kimtandao cha robo mwaka kwa kutumia simu zetu moja kwa moja.,Neg
We cannot conduct conference calls because of the slow MTN internet connectivity.,Tetusobola kukuba ssimu ez'abantu abangi olw'okusooba kwa yintaneeti ya MTN.,Htuwezi kufanya kikao kwa njia ya simu kwasababu ya huduma za chini za kimtandao wa MTN.,Neg
"Although people upgraded their Airtel sim cards, they failed to get free data as promised.","Newankubadde ng'abantu baalinnyisizza layini zaabwe eza Airtel, tebaasobodde kufuna data wa bwereere nga bwe baasuubizibwa.","Ingawa watu wanazihuisha laini zao za Airtel, wanashindwa kupata huduma za bure za kimtandao kama ilivyoahidiwa.",Neg
There is a failure in the mobile money system.,Omuyungo gwa mobile money tegukola.,Kuna shida kwenye mfumo wa huduma za kifedha kwa njia ya mtandao wa Airtel.,Neg
Airtel's internet is slow and inconsistent because attaching simple files is a hustle.,Yintaneeti ya Airtel esooba ate era ekyukakyuka kubanga okuweeka fayiro ennyangungu nalwo lutalo.,Mtandao wa Airtel upo chini na haupo thabiti kwasababu kuambatanisha tu mafaili ya kawaida ni shida.,Neg
The Airtel Managing Director has helped us as its customers.,Dayirekita addukanya Airtel atuyambye nga bakasitoma baayo.,Mkurugenzi mtendaji wa Airtel ametusaidia sisi kama wateja wake.,Pos
We are over-stressed because of MTN.,Tweraliikiridde nnyo olwa MTN.,Tumechoshwa sana na MTN.,Neg
Africell customers were happy because it had cheaper data bundles.,Bakasitoma ba Africell baali basanyufu kubanga yalina bbando za data eza layisiko.,Wateja wa mtandao wa Africell walikuwa na furaha kwasababu una vifurushi nafuu vya kimtandao.,Pos
This Airtel mobile application is not working because of the slow internet connection.,App.ya Airetl eno tekola olw'okusooba kwa yintaneeti.,Programu hii ya Airtel haifanyi kazi kwasababu huduma ya chini ya kimtandao.,Neg
I called Airtel customer care for assistance but the respondent was rude.,Nakubidde aba Airtel abakola ku nsonga z bakasitoma okusobola okufuna obuyambi naye eyankutte yabadde ayogeza bboggo.,Nilipiga simu huduma kwa wateje ya Airtel kwa msaada lakini majibu yake yalikuwa ya kijeuri.,Neg
We will not buy any data bundles from MTN again.,Tetujja kuddamu kugula bbando za data okuva mu MTN.,Hatutonunua tena vifurushi vyovyote vya huduma za kimtandao kutoka MTN.,Neg
She replaced her Airtel line two weeks ago up to now it is not working.,Yazzaawo layini ye eya Airetl wiiki bbiri eziyise naye n'okutuusa kaakano tekola.,Aliibadilisha laini yake ya Airtel wiki mbili zilizopita hadi leo haifanyi kazi.,Neg
"MTN's response has not been helpful, check all the direct messages again.","Okwanukula kwa MTN tekubadde kwa mugaso, ddamu okebere obubaka obuweerezeddwa obutereevu.","Msaada wa MTN haukusaidia, tazamia tena ujumbe wote wa moja kwa moja.",Neg
Airtel blocked my numbers without a clear explanation.,Airtel yasiba ennamba zange ewatali nsonga nnambulukufu.,Airtel wameifunga namba yangu pasipo na maelezo yenye kueleweka.,Neg
"Amazingly, Airtel is selling this bundle at a cheaper price this weekend.","Ekyewuunyisa, Airtel egenda kutunda bbando eno ku bbeeyi eya layisi ku nkomerero ya wiiki eno.","Ajabu, Airtel unauza kifiurushi hiki kwa bei rahisi mwishoni mwa juma hili.",Pos
"Airtel, the voicemail should be removed because it's hindering my calls.",Obubaka obw'amaloboozi busaana buggyibwewo ku Airtel kubanga bulemesa essimu zange.,"Airtel, ujumbe wa sauti inabidi uondolewe kwasababu unazuia simu zangu.",Neg
"Sadly, Airtel's internet access is limited on certain days.","Eky'ennaku, yintaneeti ya Airtel tefunika ku nnaku ezimu.","Huzuni, upatikanaji wa huduma za kimtandao za Airtel ni finyu kwa siku kadhaa.",Neg
MTN customers are happy because the company fixed its network.,Bakasitoma ba MTN basanyufu kubanga kampuni yatereezezza omuyungo gwayo.,Wateja wa MTN wana furaha kwasababu kampuni hiyo imerekebisha huduma zake za kimtandao.,Pos
"The way my MTN data depletes is unusual, such robbery is unbearable.","Engeri data wange owa MTN gyaddukamu si ya bulijjo, obubbi obw'engeri eyo tebuguminkirizika.","Namna ambavyo data zangu za MTN zinavyoupungu sio kawaida, wizi huo hauvumiliki.",Neg
My phone failed to detect the Airtel sim card in both slots of the phone.,Essimu yange yalemereddwa okusoma layini yange eya Airtel mu bifo by'essimu byombi.,Simu yangu ilishindwa kusoma laini ya Airtel katika vikasha vyote viwili vya simu hiyo.,Neg
The Airtel network is excellent when I can access it using this type of phone.,Yintaneeti ya Airtel nnungi nnyo bwe ngifuna nga nkozesa essimu ey'ekika kino.,Mtandao wa Airtel ni bora ilipoweza kuutumia kwa kutumia simu ya aina hii.,Pos
People were overjoyed when MTN contributed money to support the Blood Bank.,Abantu bajjudde essanyu nga MTN ewaddeyo ensimbi okuyamba ku Tterekero ly'Omusaayi.,Watu walifurahi sana baada ya MTN kuchangia fedha kwaajili ya kuunga mkono Benki ya Damu.,Pos
We are happy with such technical and development ideas from MTN.,Tuli basanyufu olw'ebirowoozo ebizimba okuva mu MTN.,Tuna furaha kwa mawazo ya kiufundi na kimaendeleo kutoka MTN,Pos
"Unfortunately, some people think MTN is mistreating them.","Eky'omukisa omubi, abantu abamu balowooza nti MTN ebajoonyesa.","Bahati mbaya, baadhi ya watu wanafikiri MTN hauwatendei haki.",Neg
"Unfortunately, MTN is over-deducting data this evening!","Eky'omukisa omubi, akawungeezi ka leero MTN esala data ekisusse!","Bahati mbaya, MTN wamenguza sana vifurishi vya data jioni hii.",Neg
The Airtel internet has been horrible since the last month.,Yintaneeti ya Airtel ebadde mbi nnyo okuva omwezi oguwedde.,Mtandao wa Airtel umekuwa wa ajabu tangu mwezi uliopita.,Neg
MTN surprised its customers with free bundles on public holidays.,MTN yeewuunyisa bkasitoma baayo ne bbando ez'obwereere ku nnaku enkulu.,MTN uliwashangaza wateja wake kwa vifurushi vya bure kwenye sikukuu za kitaifa.,Pos
"I have just loaded MTN data, but there is still no internet connection.","Naakateekako data wa MTN, naye yintaneeti era tennajja.","Nimejiunga kifurushi cha data cha MTN punde tu, lakini bado mtandao hausomi.",Neg
This MTN valentine bundle is not useful at all.,Bbando ya MTN eno ey'olunaku lw'abaagalana terina mugaso n'akatono.,Kifurushi hiki cha bado la valentine cha MTN hakina faida kabisa.,Neg
You don't need to go through the hustle of visiting the service provider's office.,Teweetaaga kutegana ng'ogenda ku woofiisi y'omukutu.,Hauhitajiki kusumbuka kutembelea ofisi za watoa huduma.,Pos
MTN should ban this bundle from what it offers.,MTN esaana kuwera bbando eno okuva mu ebyo byewa abantu.,MTN inapasa kusitisha kifurushi chake kwa kile ambacho wanachoitoa.,Neg
I was very angry when I found out that my MTN bundle was not active.,Nabadde munyiivu nnyo nga nzudde nti bbando yange eya MTN yabadde tekola.,Nilikasirika san nilipokuta kwamba kifurushi changu cha MTN hakifanyi kazi.,Neg
I failed to buy that Airtel bundle because it is very expensive.,Nalemereddwa okugula bbando ya Airtel eyo kubanga ya buseere nnyo.,Nilishindwa kununua kifurushi kile cha Airtel kwasababu ni ghali sana.,Neg
We are happy because there is an Airtel network in our hometown.,Tuli basanyufu kubanga mu kyalo kyaffe waliyo yintaneeti ya Airtel.,Tuna furaha kwasababu kuna mtandao wa Airtel nyumbani kwetu.,Pos
We are pleased because Airtel extended its sites and kilometers of fibre across Uganda.,Tuli basanyufu kubanga Aiortel yagaziyizza ebifo byayo mweri n'omuyungo okwetooloola Uganda.,Tumefurahishwa kwasababu Airtel walipanua maeneo yake na kilomita za waya za mtandao Uganda kote.,Pos
Airtel workers should be ashamed of charging money for upgrading an existing sim card.,Abakozi ba Airtel basaana bafune okuswala okw'okusala ensimbi ez'okulinnyisa layini ekola.,Wafanyakazi wa Airtel wanapaswa waone haya kwa kulipisha fedha kwaajili ya kuiboresha tu laini iliyokwishakuwepo.,Neg
We thank Airtel for the network coverage across the country.,Twebaza Airtel olw'omuyungo ogusaasaanye okwetooloola eggwanga lyonna.,,Pos
Airtel has offered accessible internet to everyone.,Airtel ewadde buli muntu yintaneeti efunika.,Airtel wametoa huduma ya kimtandao yenye kupatina kwa kila mmoja.,Pos
Airtel is the first and best telecom company to cover the whole of Uganda.,Airtel ye kampuni y'ebyamasimu esoose era esinga obulungi mu kutuusa empeereza mu Uganda yonna.,Airtel ni shirika la kwanza na boa la mawasiliano ya simu kuenea Uganda kote.,Pos
I received MTN bundles but they are inactive.,Nafunye bbando za MTN ezitakola.,Nilipokea vifurushi vya MTN lakini havifanyi kazi.,Neg
Some Airtel customers are cheated and not respected.,Bakasitoma ba Airtel abamu babbibwa ate era tebaweebwa kitiibwa.,Baadhi ya wateja wa Airtel wamedanganywa na hawakuheshimiwa.,Neg
That is a great achievement for Airtel.,Buno buwanguzi bwa maanyi eri Airtel.,Hilo ni fanikio kubwa kwa Airtel.,Pos
"Airtel has added meaning to my internet experience, cheap yet incomparably reliable.","Enkozesa yange eya yintaneeti Airtel egyongeddeko amakulu, ya layisi ate nga yeesigika.","Airtel wameupa thamani mtandao, rahisi usio wa kifani wenye kuaminika.",Pos
Airtel has the worst network around and in some parts of Kampala.,Airtel erina omuyungo ogukyasinze okuba omubi mu bitundu ebyetoolodde ne mu bitundu bya Kampala ebimu.,Airtel ni mtandao mbaya zaidi baadhi ya maeneo ya Kampala.,Neg
Airtel has the fastest and most reliable internet service,Airtel erina yintaneeti esinga okudduka era eyeesigika.,Airtel ina huduma za haraka zaidi za kimtandao na za uhakika.,Pos
There is poor Airtel internet speed as you move across the country.,Embiro za yintaneeti ya Airtel mbi bw'otambula okwetooloola eggwanga.,Kuna mtandao hafifu wa Airtel kadri unavyozidi kuingia ndani ya nchi ile.,Neg
I have honestly failed to use the Airtel internet because it is slow.,Amazima nnemereddwa okukozesa yintaneeti ya Airtel kubanga esooba.,Nimeshindwa kabisa kutumia mtandao wa Airtel kwasababu upo chini.,Neg
Airtel has a very slow and poor network.,Airtel erina yintaneeti esooba ennyo ate era embi.,Airtel una mtandao wa chini na usio na ubora.,Neg
Airtel has a good network to enjoy an improved experience in internet-based activities.,Airtel erina yintaneeti ennungi okunyumirwa enkozesa yaayo mu mirimu egitambulira ku yintaneeti.,Airtel ina mtandao mzuri wa kufurahia katika shughuli za huduma za kimtandao.,Pos
I am filled with joy because the MTN internet network in Mbale is very stable.,Nzijudde essanyu kubanga yintaneeti ya MTN e Mbale ntebenkevu bulungi.,Nimejawa na furaha kwasababu mtandao wa MTN Mbale upo vizuri zaidi.,Pos
I upgraded my Airtel sim card but it is taking hours to load.,Nalinnyisizza layini yange eya Airtel naye etwala essaawa eziwera okusoma.,Nimeiboresha laini yangu ya Airtel lakini inachukua saa kadhaa kusoma.,Neg
MTN customers are overjoyed because they can download movies with a cheap bundle.,Bakasitoma ba MTN bajjudde essanyu kubanga basobola okuwanula ffirimu nga bakozesa bbando eya layisi.,Wateja wa MTN wana furaha sana kwasababu wanaweza wakapakua filamu kwa kifurushi nafuu.,Pos
We are happy with Airtel because it has put in efforts to digitalize Uganda.,Tuli basanyufu eri Airtel kubanga etaddewo kaweefube y'okuteeka Uganda ku mutimbagano.,Tunafurahia Airtel kwasababu imeweka nguvu kazi kuifanya Uganda kuwa ya kidijiti.,Pos
The fast Airtel connectivity helps subscribers to enjoy an improved experience in internet-based activities.,Okudduka ya yintaneeti ya Airtel kuyamba abakozesa okunyumirwa enkozesa yaayo mu mirimu egyesigama ku yintaneeti.,Muunganiko wa haraka wa kimtandao wa Airtel huwasaidia wateja kufurahia uboreshwaji huo wa shughuli za kimtandao.,Pos
Airtel is glad to announce that they achieved nationwide five-generation connectivity.,Airtel erina essanyu okulangirira nti yatuuse ku muyungo ogw'omulembe ogw'okutaano okwetooloola eggwanga lyonna.,Airtel una furaha wa kutangaza kwamba wamefikia muunganiko wa kizazi cha tano nchi nzima.,Pos
Airtel services annoy me sometimes.,Empeereza ya Airtel oluusi ennyiiza.,Huduma za Airtel huniudhi wakati mwingine.,Neg
Airtel should get away from data freezing.,Airtel esaana eggyewo enkola ey'okusannyalaza data.,Airtel unapaswa kuacha kuzuia data.,Neg
"If you compare last year's MTN Valentine bundles to this year's, they are embarrassing.","Bw'ogeraageranya bbando za MTN ez'olunaku lw'abaagalana ez'omwaka oguwedde n'eza guno, ziswaza.","Kama ukilinganisha vifurushi vya Valentine vya MTN vya mwaka jana na mwaka huu, wanatia aibu.",Neg
"Sadly, we failed to get the free MTN bundle that the company revealed earlier.","Eky'ennaku, twalemereddwa okufuna bbando ya MTN ey'obwereere kampuni gye yayanjudde emabega.","Huzuni, tulishindwa kupata kifurushi cha bure cha MTN ambacho kampuni ile ilikitangaza mapema.",Neg
We are tired of incurring mobile money charges.,Tukooye okusasula ebisale ebisalibwa ku nkola ya mobile money.,Tumechoka kuvumilia malipo ya huduma za kifedha kwa njia ya simu.,Neg
People in Northern Uganda were happy when Airtel announced its new full network coverage.,Abantu b'omu Bukiikakkono bwa Uganda baabadde basanyufu nga Airtel eranze omuyungo gwayo omujjuvu omuggya.,Watu wa Kaskazini mwa Uganda walifurahi baada ya Airtel kutangaza ujio mpya wa mtandao kote.,Pos
"Last Friday, I upgraded my Airtel sim card but I haven't received my data.","Olwokutaano oluwedde, nalinnyisa layini yange eya Airtel naye sinnafuna data wange.","Ijumaa iliyopita, niliiboresha laini yangu lakini sikuzipata data zangu.",Neg
Airtel subscribers will get to enjoy high-speed internet regardless of their location.,Abakozesa Airtel bajja kunyumirwa yintaneeti edduka emisinde ewatali kufa ku kifo kye balimu.,Wateja wa Airtel watafurahia mtandao wenye kasi haijalishi walipo.,Pos
"At last, Airtel internet is clear in my home village, Great job!","Ku nkomerero, yintaneeti ya Airtel ntereevu bulungi mu kyalo kyange, guno mulimu gwa ttendo!","Mwishowe, mtandao wa Airtel upo vizuri kijini kwetu, Kazi nzuri!",Pos
When I try calling the phone keeps saying I am not registered on the network.,Bwe ngezaako okukuba essimu esigala e??amba nti siri muwandiise.,Ninapojaribu kupiga simu inaendelea kusema sijasajiliwa kwenye mtandao.huo.,Neg
The villagers were disappointed when she got pregnant at eighteen years.,Bannakyalo beewuunya ng'afunye olubuto ku myaka kkuminamunaana.,Wanakijiji walihuzunishwa alipopata uja uzito akiwa na miaka kumi na minane.,Neg
I get angry whenever you don't keep time.,Nfuna obusungu buli lw'otakwata budde.,Ninakasirika unavyokuwa hauzingatii muda.,Neg
The lake looks beautiful at sunset.,Ennyanja efaanana bulungi ng'enjuba egwa.,Ziwa lile huwa linavuti kipindi cha machweo.,Pos
They got uncomfortable when it began to rain on graduation day.,Baawulira nga tebateredde enkuba bwe yatandika okutonnya ku lunaku lw'amatikkira.,Walikosa amani ilipoanza kunyesha aiku ya mahafali.,Neg
Our sick grandmother failed to sleep last night.,Jjajjaffe omukyala omulwadde yalemereddwa okwebaka ekiro ekyayise.,Bibi yetu mgonjwa alishindwa kulala usiku wa jana.,Neg
He was punished for dodging classes yesterday.,Yabonerezeddwa lwa kusala bibiina olunaku lw'eggulo.,Aliadhibiwa kwa kutohudhuria vipindi jana.,Neg
My money is safely kept in this bank.,Ensimbi zange ziterekeddwa bulungi mu banka eno.,Fedha zangu zipo salama kwenye benki hii.,Pos
I was excited when I began the typing lessons.,Nali musanyufu nga ntandise amasomo gange ag'okukuba mu kyapa.,Nilifurahishwa nilipoanza masomo ya uchapaji.,Pos
There was no one to save him so he drowned in the swimming pool.,Tewaali muntu yenna amutaasa era n'afiira mu kidiba ekiwugirwamu.,Hakukuwa na yeyote wa kumuokoa hivyo alizama katika bwawa la kuogelea.,Neg
That girl is too selfish.,Omuwala oyo yeefaako nnyo yekka.,Msichana yule ni mbinafsi sana.,Neg
She is happy because she got married to the right man.,Musanyufu kubanga yafumbiddwa omusajja omutuufu.,Alikuwa na furaha kwasababu aliolewa na mtu sahihi.,Pos
He was relieved when his goods reached the border.,Yakkakkana ng'ebintu bye bituuse ku nsalo.,Alifarijika baada ya bidhaa zake kufika mpakani pale.,Pos
I feel bad whenever you abuse your son.,Mpulira bubi buli lw'otulugunya mutabani wo.,Huwa ninajisikia vibaya wakati wowote umnyanyasapo mtoto wako wa kiume.,Neg
Everyone loves the chairperson of our village.,Buli omu ayagala ssentebe w'ekyalo kyaffe.,Kila mmoja anampenda mwenyekiti wetu wa kijiji.,Pos
The art students drew beautiful pictures today.,Abayizi abayiga okukuba ebifaananyi baakubye ebifaananyi ebirungi olwaleero.,Wanafunzi wa sanaa walichora picha nzuri leo.,Pos
We felt bad when our father visited us looking extremely drunk.,Twawulidde bubi nga kitaffe atukyalidde ng'atamidde nnyo.,Tulijisikia vibaya baada ya baba yetu kututembelea akiwa amelewa sana.,Neg
I feel a severe headache because of the flu.,Mpulira omutwe gunnuma nnyo olwa ssennyiga.,Ninahisi maumivu makali ya kichwa kwasababu ya mafua.,Neg
The message you sent was not clear.,Obubaka bwe waweerezza bwabadde si butangaavu.,Ujumbe ulionitumia haukuwa wenye kueleweka.,Neg
The children enjoyed their visit to the northern part of the country.,Abaana baanyumiddwa okulambula ekitundu ky'obukiikakkono bw'eggwanga.,Watoto wale walifurahia ziara yao ya sehemu ya kaskazini mwa nchi hiyo.,Pos
We thanked our mother for taking care of us.,Twebaza nnyaffe olw'okutulabirira.,Tulimshukuru mama yetu kwa kutulea.,Pos
I am scared of closing my eyes.,Ntya okuzibiriza amaaso gange.,Ninaogopa kufumba macho yangu.,Neg
She refused to follow the weather forecast.,Yagaanye okugoberera enteebereza y'obudde.,Alikataa kufuata utabiri wa hali ya hewa.,Neg
The stars in the sky looked beautiful at night.,Emmunyeenye ku ggulu zaafaananye bulungi ekiro.,Nyota zile angani huonekana zenye kupendeza usiku.,Pos
You look very lovely tonight.,Olabika bulungi nnyo ekiro kya leero.,Unaonekana mwenye kupendeza sana usiku wa leo.,Pos
My mother was happy to meet her daughter-in-law.,Mmange yasanyuse okusisinkana mukaamwana we.,Mama yangu alifurahi sana kuonana na mkwewe.,Pos
It is impossible to work with you.,Tekisoboka kukola naawe.,Haiwezekani kufanya kazi na wewe.,Neg
"I feel bad because today is a cold, windy day.",Mpulira bubi kubnga olwaleero lunaku olulimu obunnyogovu n'empewo.,Ninajisikia vibaya kwasababu leo kuna baridi na upepo.,Neg
She was happy when she got a good driver.,Yali musanyufu ng'afunye dereeva omulungi.,Alifurahia alipopata dereva mzuri.,Pos
The magician performed amazing tricks.,Omufuusa yakoze obukodyo obwewuunyisa.,Mchawi yule alifanya hila za ajabu.,Pos
I am too tired to go out tonight.,Nkooye nnyo okucakala ekiro kya leero.,Nimechoka sana kwenda matembezini usiku wa leo.,Neg
I was disappointed when my friends convinced me to join politics.,Neewuunya nga mikwano gyange gimmatizza okugenda mu byobufuzi.,Nilisikitishwa baada ya marafiki zangu kunishawishi kujiunga na siasa.,Neg
The children were happy when they reached school earlier than usual.,Abaana baabadde basanyufu nga batuuse mangu ku ssomero okusinga bulijjo.,Watoto wale walifurahi walipofika shuleni mapema kuliko kawaida.,Pos
My cousin quarrels whenever I don't pick up her phone calls.,Kizibwe wange ayomba buli lwe sikwata masimu ge.,Mpwa wangu hugomba wakati wowote nisipopokea simu zake.,Neg
He surprised his wife with a brand-new car.,Yeewuunyisizza mukyala we n'emmotoka kapyata.,Alimshangaza mke wake kwa gari jipya.,Pos
I am tired of listening to your complaints.,Nkooye okuwuliriza okwemulugunya kwo.,Nimechoshwa na kusikiliza malalamiko yako.,Neg
He got excited when he earned a lot of money from the mobile money business.,Yasanyuka ng'afunye ensimbi eziwera okuva mu bizineesi ya mobile money.,Alifurahi sana alipopata fedha nyingi kutoka katika biashara za kifedha za mitandao ya simu.,Pos
Everyone at home is tired of your laziness.,Buli omu ewaka akooye obugayaavu bwo.,Kila mmoja nyumbani amechoshwa na uvivu wako.,Neg
The children enjoy writing stories in their free time.,Abaana banyumirwa okuwandiika emboozi mu biseera byabwe eby'eddembe.,Watoto wale hufurahia kuandika stori kipindi wawapo huru.,Pos
He felt bad when his wife smoked cigarettes in front of his sons.,Yawulidde bubi nga mukyala we afuuye sigala mu maaso ga batabani be.,Alijisikia vibaya baada ya mke wake kuvuta sigara mbele ya watoto wake wa kiume.,Neg
We hate the tone of your voice.,Tetwagala buleekeezi bwa ddoboozi lyo.,Hatuipendi toni ya sauti yako.,Neg
The English teacher is very caring.,Omusomesa w'Olungereza afaayo nnyo.,Mwalimu yule wa Kiingereza anajali sana.,Pos
They thanked God for the good things he has done in their lives.,Beebaza Katonda olw'ebintu ebirungi by'akoze mu bulamu bwabwe.,Walimshukuru Mungu kwa mambo mazuri aliyoyafanya kwenye maisha yake.,Pos
I am glad because you have lost weight compared to last year.,Ndimusanyufu kubanga osaze ku buzito bw'ogeraageranya n'omwaka oguwedde.,Nina furaha kwasababu umepunguza uzito tofauti na mwaka jana.,Pos
She was angry when she found out that he didn't book her the bus ticket.,Yali munyiivu ng'akizudde nti teyamukwatidde tiketi ya bbaasi.,Alikasirika alipokuta kwamba hakumuandalia tiketi ya basi.,Neg
The parents were upset by the way the teacher punished their children,Abazadde baanyiiga olw'engeri omusomesa gye yabonerezaamu abaana baabwe.,Wazazi wale walikasirika namna mwalimu yule alvyowaadhibu watoto wao.,Neg
My young sister is miserable because she was pushed away from the front line.,Muganda wange/mwannyinaze musunguwavu kubanga yaggyiddwa ku lunyiriri olw'omu maaso.,Mdogo wangu wa kike alihuzunika kwasababu alisukumwa kutoka mstari wa mbele.,Neg
Everyone was unhappy when she misbehaved on her eighteenth birthday.,Buli omu yali munyiivu nga yeeyisizza bubi ku mazaalibwa ge ag'ekkuminoomunaana.,Kila mmoja hakufurahia alipofanya kosa kwenye kumbukizi yake ya miaka kumi na minane ya kuzaliwa.,Neg
"That boy is mean, he burnt her sister's books.","Omulenzi oyo mukodo, yayokyezza ebitabo bya mwannyina.","Mvulana yule ana hasira, alichoma vitabu vya dada yake.",Neg
We are thankful for this great work.,Twebaza olw'emirimu gye egy'ettendo gy'akoze.,Tunashukuru kwa kazi hii kubwa.,Pos
We felt sad when our journey to the zoo was canceled.,Twawulidde bubi ng'olugendo lwaffe okugenda mu kkuumiro ly'ebisolo lusaziddwamu.,Tulijisikia huzuni baada ya safari yetu ya bustani ya wanyama kuahirishwa.,Pos
The children had lovely moments with the visitors from abroad.,Abaana baabadde n'akaseera akalungi nga bali n'abagenyi okuva ebweru.,Watoto wale walikuwa na nyakati za kupendeza pamoja kutoka nje.,Pos
I got angry when my son damaged my new wall watch.,Nawulidde obusungu nga mutabani wange ayonoonye essaawa yange empya ey'oku kisenge.,Nilikasirika baada ya mtoto wangu wa kiume kuiharibu saa yangu mpya ya ukutani.,Neg
The sick woman is frustrated by the noise from the chicken house.,Omukyala omulwadde asobeddwa eddoboozi eriva mu kiyumba ky'enkoko.,Mwanamke mgonjwa amechanganyikiwa kwa  kelele za kuku kutoka bandani.,Neg
The doctor failed to understand what caused the pain in the knee.,Omusawo yalemereddwa okutegeera ekyaviiriddeko obulumi mu vviivi.,Daktari yule alishindwa kutambua kitu gani kinasababisha maumivu kwenye goti.,Neg
He was happy when his brother was among the judges for the dance auditions.,Yabadde musanyufu nga muganda we ye omu ku balamuzi mu mpaka z'okuyimba ez'okusunsulamu.,Alikuwa na furaha baada ya kaka yake kuwa miongoni mwa majaji kwaajili ya mashindano ya ngoma.,Pos
We were happy when she passed the hardest level in the competition.,Twabadde basanyufu ng'ayise eddaala erisinga obuzibu mu mpaka.,Tulifurahi alipovuka hatua ngumu kwenye mashindano yale.,Pos
They enjoy watching their children play football.,Banyumirwa okulaba abaana baabwe nga bazannya omupiira gw'ebigere.,Wanafurahia kuwatazama watoto wao wakicheza mpira.,Pos
The girls from our school love putting on short dresses.,Abawala ku ssomero lyaffe baagala okwambala ebiteeteeyi ebimpi.,Wasichana wa shuleni kwetu wanapenda kuvaa nguo fupi.,Pos
The get-together party was very awesome.,Akabaga k'okusisinkana ng'abeemikwano kaali kanyuvu nnyo.,Sherehe ya mshikamano ilikuwa ni nzuri sana.,Pos
