id,english,luganda
2KI42,"And Elisha said unto her, What shall I do for thee? tell me, what hast thou in the house? And she said, Thine handmaid hath not any thing in the house, save a pot of oil.",Erisa n'amugamba nti Naakukolera ki? mbuulira: olina ki mu nnyumba? N'ayogera nti Omuzaana wo talina kintu mu nnyumba wabula akasumbi ak'amafuta.
2KI43,"Then he said, Go, borrow thee vessels abroad of all thy neighbours, even empty vessels; borrow not a few.","Awo n'ayogera nti Genda weeyazike ebintu ebweru mu banno bonna, ebintu ebyereere; weeyazike bingiko."
2KI44,"And when thou art come in, thou shalt shut the door upon thee and upon thy sons, and shalt pour out into all those vessels, and thou shalt set aside that which is full.","Awo n'oyingira weggalire ggwe ne batabani bo, ottululire mu bintu ebyo byonna; otereke ebijjudde."
2KI45,"So she went from him, and shut the door upon her and upon her sons, who brought the vessels to her; and she poured out.",Awo n'ava w'ali ne yeggalira ye ne batabani be; ne bamuleetera ebintu n'attulula.
2KI46,"And it came to pass, when the vessels were full, that she said unto her son, Bring me yet a vessel. And he said unto her, There is not a vessel more. And the oil stayed.",Awo olwatuuka ebintu bwe byajjula n'agamba mutabani we nti Ndeetera nate ekintu. N'amugamba nti Tewakyali nate kintu. Amafuta ne gakoma.
2KI47,"Then she came and told the man of God. And he said, Go, sell the oil, and pay thy debt, and live thou and thy children of the rest.","Awo n’ajja n'abuulira omusajja wa Katonda. N'ayogera nti Genda otunde amafuta osasule ebbanja lyo, ebinaafikkawo bikuliiseaga ggwe ne batabatu bo."
2KI48,"And it fell on a day, that Elisha passed to Shunem, where was a great woman; and she constrained him to eat bread. And so it was, that as oft as he passed by, he turned in thither to eat bread.",Awo olunaku lwali lumu Erisa n'ayita n'agenda e Sunemu eyali omukazi omukulu; n'amuwaliriza okulya ku mmere. Awo olwatuukanga buli lwe yayitangawo n'akyamiranga omwo okulya ku mmere.
2KI49,"And she said unto her husband, Behold now, I perceive that this is an holy man of God, which passeth by us continually.","N'agamba bba nti Laba nno, ntegedde ng'ono musajja mutukuvu wa Katonda atuyitako buli kaseera."
2KI410,"Let us make a little chamber, I pray thee, on the wall; and let us set for him there a bed, and a table, and a stool, and a candlestick: and it shall be, when he cometh to us, that he shall turn in thither.",Nkwegayiridde tukookere ku kisenge; tumuteekere eyo ekitanda n'emmeeza n'entebe n'eky'ettabaaza: awo olunaatuukanga bw'anajjanga gye tuli anaakyamiranga omwo.
2KI411,"And it fell on a day, that he came thither, and he turned into the chamber, and lay there.",Awo olunaku lwali lumu n'ajjayo n'akyamira mu nju n'agalamira omwo.
2KI412,"And he said to Gehazi his servant, Call this Shunammite. And when he had called her, she stood before him.",N'agamba Gekazi omuddu we nti Yita Omusunammu ono. Awo bwe yamuyita n'ayimirira mu maaso ge.
2KI413,"And he said unto him, Say now unto her, Behold, thou hast been careful for us with all this care; what is to be done for thee? wouldest thou be spoken for to the king, or to the captain of the host? And she answered, I dwell among mine own people.","N'amugamba nti Mugambe nno nti Laba, watujjanjaba okujjanjaba okwenkana awo; kiki ekinaaba kikukolerwa? oyagala okwogererwa eri kabaka oba eri omukulu w'eggye? N'addamu nti Ntuula mu bantu bange nze."
2KI414,"And he said, What then is to be done for her? And Gehazi answered, Verily she hath no child, and her husband is old.",N'ayogera nti Kale kiki ekinaaba kimukolerwa? Gekazi n'addamu nti Mazima talina mwana wa bulenzi ne bba mukadde.
2KI415,"And he said, Call her. And when he had called her, she stood in the door.",N'ayogera nti Muyite. Awo bwe yamuyita n'ayimirira ku mulyango.
2KI416,"And he said, About this season, according to the time of life, thou shalt embrace a son. And she said, Nay, my lord, thou man of God, do not lie unto thine handmaid.","N'ayogera nti Mu kiseera kino ebiro bwe biridda, oliwambaatira omwana ow'obulenzi. N'ayogera nti Nedda, mukama wange, ggwe omusajja wa Katonda, tolimba muzaana wo."
2KI417,"And the woman conceived, and bare a son at that season that Elisha had said unto her, according to the time of life.",Omukazi n'aba olubuto n'azaalira omwana ow'obulenzi mu kiseera ekyo ebiro bwe byadda nga Erisa bwe yamugamba.
2KI418,"And when the child was grown, it fell on a day, that he went out to his father to the reapers.",Awo omwana bwe yakula olunaku lwali lumu n'afuluma n'agenda eri kitaawe eri abakunguzi.
2KI419,"And he said unto his father, My head, my head. And he said to a lad, Carry him to his mother.","N'agamba kitaawe nti Omutwe gwange, omutwe gwange. N'agamba omuddu we nti Musitule omutwale eri nnyina."
2KI420,"And when he had taken him, and brought him to his mother, he sat on her knees till noon, and then died.","Awo bwe yamutwala n'amutuusa eri nnyina, n'atuula ku maviivi ge okutuusa ettuntu n'alyoka afa."
2KI421,"And she went up, and laid him on the bed of the man of God, and shut the door upon him, and went out.","N'alinnya n'amugalamiza ku kitanda ky'omusajja wa Katonda, n'amuggalira oluggi n'afuluma."
2KI422,"And she called unto her husband, and said, Send me, I pray thee, one of the young men, and one of the asses, that I may run to the man of God, and come again.","N'ayita bba n'ayogera nti Nkwegayiridde, mpeereza omu ku baddu n'emu ku ndogoyi ŋŋende mbiro eri omusajja wa Katonda nkomewo."
2KI423,"And he said, Wherefore wilt thou go to him to day? it is neither new moon, nor sabbath. And she said, It shall be well.",N'ayogera nti Kiki ekikwagaza okugenda gy'ali leero? si lunaku lwa mwezi ogwakaboneka so si ssabbiiti. N'ayogera nti Mirembe.
2KI424,"Then she saddled an ass, and said to her servant, Drive, and go forward; slack not thy riding for me, except I bid thee.",Awo n'atandiika endogoyi n'agamba omuddu we nti Goba otambule; totta ku bigere wabula nga nkugambye.
2KI425,"So she went and came unto the man of God to mount Carmel. And it came to pass, when the man of God saw her afar off, that he said to Gehazi his servant, Behold, yonder is that Shunammite:","Awo n'agenda n'atuuka eri omusajja wa Katonda ku lusozi Kalumeeri. Awo olwatuuka omusajja wa Katonda bwe yamulengera ng'akyali wala, n'agamba Gekazi omuddu we nti Laba, Omusunammu wuuyo:"
2KI426,"Run now, I pray thee, to meet her, and say unto her, Is it well with thee? is it well with thy husband? is it well with the child? And she answered, It is well.","nkwegayiridde, dduka nno mbiro omusisinkane omugambe nti Oli bulungi? balo ali bulungi? omwana ali bulungi? N'addamu nti Bulungi."
2KI427,"And when she came to the man of God to the hill, she caught him by the feet: but Gehazi came near to thrust her away. And the man of God said, Let her alone; for her soul is vexed within her: and the LORD hath hid it from me, and hath not told me.","Awo bwe yatuuka eri omusajja wa Katonda ku lusozi, n'amukwata ku bigere. Gekazi n'asembera okumusindika; naye omusajja wa Katonda n'ayogera nti Muleke: kubanga emmeeme ye enyiikadde munda mu ye; era Mukama akinkisizza so tambuulidde."
2KI428,"Then she said, Did I desire a son of my lord? did I not say, Do not deceive me?",Awo n'ayogera nti Nayagala omwana ow'obulenzi eri mukama wange? saayogera nti Tonnimba?
2KI429,"Then he said to Gehazi, Gird up thy loins, and take my staff in thine hand, and go thy way: if thou meet any man, salute him not; and if any salute thee, answer him not again: and lay my staff upon the face of the child.","Awo n'agamba Gekazi nti Weesibe ekimyu oddire omuggo gwange mu mukono gwo ogende: bw'onoosanga omuntu yenna tomulamusa; era omuntu yenna bw'anaakulamusa, tomuddamu: oteeke omuggo gwange ku maaso g'omwana."
2KI430,"And the mother of the child said, As the LORD liveth, and as thy soul liveth, I will not leave thee. And he arose, and followed her.","Nnyina w'omwana n'ayogera nti Nga Mukama bw'ali omulamu n'emmeeme yo nga bw'eri ennamu, sijja kukuleka. N'agolokoka n'amugoberera."
2KI431,"And Gehazi passed on before them, and laid the staff upon the face of the child; but there was neither voice, nor hearing. Wherefore he went again to meet him, and told him, saying, The child is not awaked.","Awo Gekazi n'ayitamu n'abakulembera n'ateeka omuggo ku maaso g'omwana; naye ne wataba ddoboozi newakubadde okuwulira. Kyeyava akomawo okumusisinkana, n'amubuulira nti Omwana tazuukuse."
2KI432,"And when Elisha was come into the house, behold, the child was dead, and laid upon his bed.","Awo Erisa bwe yayingira mu nnyumba, laba, omwana ng'afudde era ng'agalamidde ku kitanda kye."
2KI433,"He went in therefore, and shut the door upon them twain, and prayed unto the LORD.",Awo n'ayingira ne yeggalira iaye bombi n'asaba Mukama.
2KI434,"And he went up, and lay upon the child, and put his mouth upon his mouth, and his eyes upon his eyes, and his hands upon his hands: and he stretched himself upon the child; and the flesh of the child waxed warm.",N'alinnya n'agalamira ku mwana n'ateeka akamwa ke ku kamwa ke n’amaaso ge ku maaso ge n'emikono gye ku mikono gye: ne yeegololera ku ye; omubiri gw'omwana ne gubuguma.
2KI435,"Then he returned, and walked in the house to and fro; and went up, and stretched himself upon him: and the child sneezed seven times, and the child opened his eyes.","Awo n'akomawo n’atambula mu nnyumba omulundi ogumu eruuyi n'omulundi ogumu eruuyi; n'alinnya ne yeegololera ku ye: omwana n'ayasimula emirundi musanvu, omwana n'azibula amaaso."
2KI436,"And he called Gehazi, and said, Call this Shunammite. So he called her. And when she was come in unto him, he said, Take up thy son.",N'ayita Gekazi n'ayogera nti Muyite Omusunammu oyo. Awo n'amuyita. Awo ng'ayingidde gy'ali n'ayogera nti Situla omwana wo.
2KI437,"Then she went in, and fell at his feet, and bowed herself to the ground, and took up her son, and went out.",Awo n'ayingira n'avuunama ku bigere bye n'akutama wansi; n'asitula omwana we n'afuluma.
2KI438,"And Elisha came again to Gilgal: and there was a dearth in the land; and the sons of the prophets were sitting before him: and he said unto his servant, Set on the great pot, and seethe pottage for the sons of the prophets.","Awo Erisa n'ajja nate e Girugaali: ne waba enjala mu nsi; abaana ba bannabbi ne batuula mu maaso ge: n'agamba omuddu we nti Teekako entamu ennene, ofumbire abaana ba bannabbi enva."
2KI439,"And one went out into the field to gather herbs, and found a wild vine, and gathered thereof wild gourds his lap full, and came and shred them into the pot of pottage: for they knew them not.","Awo omu n'afuluma n'agenda ku ttale okunoga amaboga, n'asanga omuzabbibu ogw'omu nsiko, n'anogako amaboga ag'omu nsiko n'ajjuza olugoye lwe, n'ajja n'agatyemulatyemulira mu ntamu erimu enva: kubanga tebaagamanya."
2KI440,"So they poured out for the men to eat. And it came to pass, as they were eating of the pottage, that they cried out, and said, O thou man of God, there is death in the pot. And they could not eat thereof.","Awo ne bajjulira abantu okulya. Awo olwatuuka bwe baali nga balya ku nva, ne boogerera waggulu nga bagamba nti Ai omusajja wa Katonda, mu ntamu mulimu okufa. So tebaayinza kugiryako."
2KI441,"But he said, Then bring meal. And he cast it into the pot; and he said, Pour out for the people, that they may eat. And there was no harm in the pot.",Naye n'ayogera nti Kale muleete obutta. N'abusuula mu ntamu; n'ayogera nti Mujjulire abantu balye. Ne wataba kabi mu ntamu.
2KI442,"And there came a man from Baalshalisha, and brought the man of God bread of the firstfruits, twenty loaves of barley, and full ears of corn in the husk thereof. And he said, Give unto the people, that they may eat.","Awo omusajja n'ajja ng'ava e Baalusalisa, n'aleetera omusajja wa Katonda emmere ey'okubibereberye, emigaati egya sayiri amakumi abiri n'ebirimba eby'eŋŋaano ebibisi mu nsawo ye. N'ayogera nti Bawe abantu balye."
2KI443,"And his servitor said, What, should I set this before an hundred men? He said again, Give the people, that they may eat: for thus saith the LORD, They shall eat, and shall leave thereof.",Awo omuddu we n'ayogera nti Owa! nteeke kino mu maaso g'abasajja ekikumi? Naye n'ayogera nti Bawe abantu balye; kubanga bw'atyo bw'ayogera Mukama nti Banaalya ne balemwa.
2KI444,"So he set it before them, and they did eat, and left thereof, according to the word of the LORD.","Awo n'agiteeka mu maaso gaabwe, ne balya ne balemwa ng'ekigambo kya Mukama bwe kyali."
2KI221,"Josiah was eight years old when he began to reign, and he reigned thirty and one years in Jerusalem. And his mother's name was Jedidah, the daughter of Adaiah of Boscath.",Yosiya yali yaakamaze emyaka munaana bwe yatanula okufuga; n'afugira emyaka amakumi asatu mu gumu mu Yerusaalemi: ne nnyina erinnya lye yali Yedida muwala wa Adaya ow'e Bozukasi.
2KI222,"And he did that which was right in the sight of the LORD, and walked in all the way of David his father, and turned not aside to the right hand or to the left.",N'akola ebyali mu maaso ga Mukama ebirungi n'atambulira mu kkubo lyonna erya Dawudi jjajjaawe n'atakyamira ku mukono ogwa ddyo newakubadde ku gwa kkono.
2KI223,"And it came to pass in the eighteenth year of king Josiah, that the king sent Shaphan the son of Azaliah, the son of Meshullam, the scribe, to the house of the LORD, saying,",Awo olwatuuka mu mwaka ogw'ekkumi n'omunaana ogwa kabaka Yosiya kabaka n'atuma Safani mutabani wa Azaliya mutabani wa Mesullamu omuwandiisi eri ennyumba ya Mukama ng'ayogera nti
2KI224,"Go up to Hilkiah the high priest, that he may sum the silver which is brought into the house of the LORD, which the keepers of the door have gathered of the people:","Mwambuke eri Kirukiya kabona asinga obukulu, abale effeeza ezireetebwa mu nnyumba ya Mukama, abaggazi ze baakasolooza ku bantu:"
2KI225,"And let them deliver it into the hand of the doers of the work, that have the oversight of the house of the LORD: and let them give it to the doers of the work which is in the house of the LORD, to repair the breaches of the house,",baziweeyo mu mukono gw'abakozi b'emirimu abalabirira ennyumba ya Mukama: baziwe abakozi b'emirimu abali mu nnyumba ya Mukama okuddaabiriza ebituli by'ennyumba;
2KI226,"Unto carpenters, and builders, and masons, and to buy timber and hewn stone to repair the house.",ababazzi n'abazimbi n'abazimbi b'amayinja; era olw'okugula emiti n'amayinja amabajje okuddaabiriza ennyumba.
2KI227,"Howbeit there was no reckoning made with them of the money that was delivered into their hand, because they dealt faithfully.",Naye tebaabalirira muwendo eri abo ogw'effeeza ezaaweebwa mu mukono gwabwe; kubanga baakolanga n'obwesigwa.
2KI228,"And Hilkiah the high priest said unto Shaphan the scribe, I have found the book of the law in the house of the LORD. And Hilkiah gave the book to Shaphan, and he read it.",Awo Kirukiya kabona asinga obukulu n’agamba Safani omuwandiisi nti Nzudde ekitabo eky'amateeka mu nnyumba ya Mukama. Awo Kirukiya n'awa Safani ekitabo n'akisoma.
2KI229,"And Shaphan the scribe came to the king, and brought the king word again, and said, Thy servants have gathered the money that was found in the house, and have delivered it into the hand of them that do the work, that have the oversight of the house of the LORD.","Awo Safani omuwandiisi n'ajja eri kabaka n'addiza kabaka ebigambo n'ayogera nti Abaddu bo baggyeemu effeeza ezirabise mu nnyumba, ne baziwa mu mukono gw'abakozi b'emirimu abalabirira ennyumba ya Mukama."
2KI2210,"And Shaphan the scribe shewed the king, saying, Hilkiah the priest hath delivered me a book. And Shaphan read it before the king.",Awo Safani omuwandiisi n'agamba kabaka nti Kirukiya kabona ampadde ekitabo. Safani n'akisoma mu maaso ga kabaka.
2KI2211,"And it came to pass, when the king had heard the words of the book of the law, that he rent his clothes.","Awo olwatuuka kabaka bwe yawulira ebigambo eby'ekitabo eky'amateeka, n'ayuza ebyambalo bye."
2KI2212,"And the king commanded Hilkiah the priest, and Ahikam the son of Shaphan, and Achbor the son of Michaiah, and Shaphan the scribe, and Asahiah a servant of the king's, saying,",Awo kabaka n'alagira Kirukiya kabona ne Akikamu mutabani wa Safani ne Akuboli mutabani wa Mikaaya ne Safani omuwandiisi ne Asaya omuddu wa kabaka ng'ayogera nti
2KI2213,"Go ye, enquire of the LORD for me, and for the people, and for all Judah, concerning the words of this book that is found: for great is the wrath of the LORD that is kindled against us, because our fathers have not hearkened unto the words of this book, to do according unto all that which is written concerning us.",Mugende mumbuulirize Mukama nze n'abantu ne Yuda yenna eby'ebigambo eby'ekitabo kino ekizuuliddwa: kubanga obusungu bwa Mukama obubuubuuse eri ffe bungi kubanga bajjajjaffe tebaawulira bigambo bya kitabo kino okukola nga byonna bwe biri ebyatuwandiikirwa.
2KI2214,"So Hilkiah the priest, and Ahikam, and Achbor, and Shaphan, and Asahiah, went unto Huldah the prophetess, the wife of Shallum the son of Tikvah, the son of Harhas, keeper of the wardrobe; (now she dwelt in Jerusalem in the college;) and they communed with her.",Awo Kirukiya kabona ne Akikamu ne Akuboli ne Safani ne Asaya ne bagenda eri Kuluda nnabbi omukazi muka Sallumu mutabani wa Tikuva mutabani wa Kalukasi omuwanika w'ebyambalo; (oyo yabeeranga mu Yerusaalemi ku luuyi olw'okubiri;) ne bateesa naye.
2KI2215,"And she said unto them, Thus saith the LORD God of Israel, Tell the man that sent you to me,",Awo n'abagamba nti Bw'atyo bw'ayogera Mukama Katonda wa Isiraeri nti Mumugambe omusajja abatumye gye ndi nti
2KI2216,"Thus saith the LORD, Behold, I will bring evil upon this place, and upon the inhabitants thereof, even all the words of the book which the king of Judah hath read:","Bw'atyo bw'ayogera Mukama nti Laba, ndireeta obubi ku kifo kino ne ku abo abakibeeramu, ebigambo byonna eby'ekitabo kabaka wa Yuda ky'asomye:"
2KI2217,"Because they have forsaken me, and have burned incense unto other gods, that they might provoke me to anger with all the works of their hands; therefore my wrath shall be kindled against this place, and shall not be quenched.",kubanga banvuddeko ne bookera obubaane eri bakatonda abalala bansunguwaze n'omulimu gwonna ogw'engalo zaabwe; obusungu bwange kyebuliva bubuubuuka ku kifo kino so tebulizikira.
2KI2218,"But to the king of Judah which sent you to enquire of the LORD, thus shall ye say to him, Thus saith the LORD God of Israel, As touching the words which thou hast heard;","Naye kabaka wa Yuda abatumye okubuuza Mukama bwe mutyo bwe muba mumugamba nti Bw'atyo bw'ayogera Mukama Katonda wa Isiraeri nii Olw'ebigambo by'owulidde,"
2KI2219,"Because thine heart was tender, and thou hast humbled thyself before the LORD, when thou heardest what I spake against this place, and against the inhabitants thereof, that they should become a desolation and a curse, and hast rent thy clothes, and wept before me; I also have heard thee, saith the LORD.","kubanga omutima gwo gubadde mugonvu ne weetoowaliza mu maaso ga Mukama bw'owulidde bye nnayogera ku kifo kino ne ku abo abakibeeramu, nga balifuuka amatongo n'ekikolimo, n'oyuza ebyambalo byo n'okaaba amaziga mu maaso gange; nange nkuwulidde, bw'ayogera Mukama."
2KI2220,"Behold therefore, I will gather thee unto thy fathers, and thou shalt be gathered into thy grave in peace; and thine eyes shall not see all the evil which I will bring upon this place. And they brought the king word again.","Laba, kyendiva nkukuŋŋaanya eri bajjajjaabo n'okuŋŋaanyizibwa mu ntaana yo mirembe, so n'amaaso go tegaliraba bubi bwonna bwe ndireeta ku kifo kino. Ne baddiza kabaka ebigambo."
2KI141,In the second year of Joash son of Jehoahaz king of Israel reigned Amaziah the son of Joash king of Judah.,Mu mwaka ogw'okubiri ogwa Yowaasi mutabani wa Yowakaazi kabaka wa Isiraeri Amaziya mutabani wa Yowaasi kabaka wa Yuda n'atanula okufuga.
2KI142,"He was twenty and five years old when he began to reign, and reigned twenty and nine years in Jerusalem. And his mother's name was Jehoaddan of Jerusalem.",Yali yakamaze emyaka makumi abiri mu etaano bwe yatanula okufuga; n'afugira emyaka amakumi abiri mu mwenda mu Yerusaalemi: ne nnyina erinnya lye yali Yekoyadiini ow'e Yerusaalemi.
2KI143,"And he did that which was right in the sight of the LORD, yet not like David his father: he did according to all things as Joash his father did.","N'akola ebyali mu maaso ga Mukama ebirungi, naye nga tamwenkana Dawudi kitaawe bye yakola nga byonna bwe byali Yowaasi kitaawe bye yakolanga."
2KI144,Howbeit the high places were not taken away: as yet the people did sacrifice and burnt incense on the high places.,Naye ebifo ebigulumivu tebyaggibwawo: abantu nga bakyawaayo ssaddaaka era nga bootereza obubaane ku bifo ebigulumivu.
2KI145,"And it came to pass, as soon as the kingdom was confirmed in his hand, that he slew his servants which had slain the king his father.",Awo olwatuuka obwakabaka nga kye bujje bunywezebwe mu mukono gwe n'alyoka atta abaddu be abatta kabaka kitaawe:
2KI146,"But the children of the murderers he slew not: according unto that which is written in the book of the law of Moses, wherein the LORD commanded, saying, The fathers shall not be put to death for the children, nor the children be put to death for the fathers; but every man shall be put to death for his own sin.","naye abaana b'abassi teyabatta: ng'ebyo bwe biri ebyawandiikibwa mu kitabo eky'amateeka ga Musa, nga Mukama bwe yalagira ng'ayogera nti Bakitaabwe tebattibwanga ku lw'abaana, so n'abaana tebattibwanga ku lwa bakitaabwe; naye buli muntu anaafanga olw'okwonoona kwe ye."
2KI147,"He slew of Edom in the valley of salt ten thousand, and took Selah by war, and called the name of it Joktheel unto this day.","Ku Edomu n'attirako kakumi mu Kiwonvu eky'Omunnyo, n'amenya Seera ng'alwana, n'akituuma erinnya lyakyo Yokuseeri ne leero."
2KI148,"Then Amaziah sent messengers to Jehoash, the son of Jehoahaz son of Jehu, king of Israel, saying, Come, let us look one another in the face.",Awo Amaziya n'atuma ababaka eri Yekoyaasi mutabani wa Yekoyakaazi mutabani wa Yeeku kabaka wa Isiraeri: ng'ayogera nti Jjangu tulabagane n'amaaso.
2KI149,"And Jehoash the king of Israel sent to Amaziah king of Judah, saying, The thistle that was in Lebanon sent to the cedar that was in Lebanon, saying, Give thy daughter to my son to wife: and there passed by a wild beast that was in Lebanon, and trode down the thistle.",Awo Yekoyaasi kabaka wa Isiraeri n'atumira Amaziya kabaka wa Yuda ng'ayogera nti Omwennyango ogw'ali ku Lebanooni gwatumira omuvule ogwali ku Lebanooni nga gwogera nti Muwe muwala wo mutabani wange amufumbirwe: awo ensolo ey'omu nsiko eyali ku Lebanooni n'eyitawo n'erinnyirira omwennyango.
2KI1410,"Thou hast indeed smitten Edom, and thine heart hath lifted thee up: glory of this, and tarry at home: for why shouldest thou meddle to thy hurt, that thou shouldest fall, even thou, and Judah with thee?","Mazima okubye Edomu, n'omutima gwo gukugulumizizza okyenyumiririzeemu obeere eka; kubanga lwaki okweyingiza mu bitali bibyo n'ofiirwa, n'ogwa ggwe ne Yuda wamu naawe?"
2KI1411,"But Amaziah would not hear. Therefore Jehoash king of Israel went up; and he and Amaziah king of Judah looked one another in the face at Bethshemesh, which belongeth to Judah.",Naye Amaziya n'atakkiriza kuwulira. Awo Yekoyaasi kabaka wa Isiraeri n'atabaala; ye ne Amaziya kabaka wa Yuda ne balabaganira n'amaaso e Besusemesi ekya Yuda.
2KI1412,And Judah was put to the worse before Israel; and they fled every man to their tents.,Yuda n'agobebwa mu maaso ga Isiraeri; ne baddukira buli muntu mu weema ye.
2KI1413,"And Jehoash king of Israel took Amaziah king of Judah, the son of Jehoash the son of Ahaziah, at Bethshemesh, and came to Jerusalem, and brake down the wall of Jerusalem from the gate of Ephraim unto the corner gate, four hundred cubits.","Awo Yekoyaasi kabaka wa Isiraeri n'awambira Amaziya kabaka wa Yuda mutabani wa Yekoyaasi mutabani wa Akaziya e Besusemesi, n'ajja e Yerusaalemi n'amenyamenya bbugwe wa Yerusaalemi, okuva ku mulyango gwa Efulayimu okutuuka ku mulyango ogw'oku nsonda, emikono ebikumi bina."
2KI1414,"And he took all the gold and silver, and all the vessels that were found in the house of the LORD, and in the treasures of the king's house, and hostages, and returned to Samaria.","N'anyaga ezaabu n'effeeza yonna n'ebintu byonna ebyalabika mu nnyumba ya Mukama ne mu by'obugagga eby'omu nnyumba ya kabaka, era n'ab'emisango, n'addayo e Samaliya."
2KI1415,"Now the rest of the acts of Jehoash which he did, and his might, and how he fought with Amaziah king of Judah, are they not written in the book of the chronicles of the kings of Israel?",Era ebikolwa ebirala byonna ebya Yekoyaasi bye yakola n'amaanyi ge era bwe yalwana ne Amaziya kabaka wa Yuda tebyawandiikibwa mu kitabo eky'eby'omu mirembe gya bassekabaka ba Isiraeri?
2KI1416,"And Jehoash slept with his fathers, and was buried in Samaria with the kings of Israel; and Jeroboam his son reigned in his stead.","Yekoyaasi ne yeebakira wamu ne bajjajjaabe, n'aziikirwa mu Samaliya wamu ne bakabaka ba Isiraeri; Yerobowaamu mutabani we n'afuga mu kifo kye."
2KI1417,And Amaziah the son of Joash king of Judah lived after the death of Jehoash son of Jehoahaz king of Israel fifteen years.,Awo Amaziya mutabani wa Yowaasi kabaka wa Yuda n'amala emyaka kkumi n'etaano Yekoyaasi mutabani wa Yekoyakaazi kabaka wa Isiraeri ng'amaze okufa.
2KI1418,"And the rest of the acts of Amaziah, are they not written in the book of the chronicles of the kings of Judah?",Era ebikolwa ebirala byonna ebya Amaziya tebyawandiikibwa mu kitabo eky'eby'omu mirembe gya basse kabaka ba Yuda?
2KI1419,"Now they made a conspiracy against him in Jerusalem: and he fled to Lachish; but they sent after him to Lachish, and slew him there.",Ne bamwekobaanira mu Yerusaalemi; n'addukira e Lakisi: naye ne batuma Erakisi okumugoberera ne bamuttira eyo.
2KI1420,And they brought him on horses: and he was buried at Jerusalem with his fathers in the city of David.,Ne bamuleetera ku mbalaasi: n'aziikibwa mu Yerusaalemi wamu ne bajjajjaabe mu kibuga kya Dawudi.
2KI1421,"And all the people of Judah took Azariah, which was sixteen years old, and made him king instead of his father Amaziah.","Awo abantu bonna aba Yuda ne batwala Azaliya eyali yaakamaze emyaka kkumi na mukaaga, ne bamufuula kabaka mu kifo kya kitaawe Amaziya."
2KI1422,"He built Elath, and restored it to Judah, after that the king slept with his fathers.","Ye yazimba Erasi n'akizza eri Yuda, kabaka ng'amaze okwebakira awamu ne bajjajjaabe."
2KI1423,"In the fifteenth year of Amaziah the son of Joash king of Judah Jeroboam the son of Joash king of Israel began to reign in Samaria, and reigned forty and one years.","Mu mwaka ogw'ekkumi n'etaano ogwa Amaziya mutabani wa Yowaasi kabaka wa Yuda Yerobowaamu mutabani wa Yowaasi kabaka wa Isiraeri n'atanula okufuga mu Samaliya, n'afugira emyaka amakumi ana mu gumu."
2KI1424,"And he did that which was evil in the sight of the LORD: he departed not from all the sins of Jeroboam the son of Nebat, who made Israel to sin.",N'akola ebyali mu maaso ga Mukama ebibi: teyava mu bibi byonna ebya Yerobowaamu mutabani wa Nebati bye yayonoonyesa Isiraeri.
2KI1425,"He restored the coast of Israel from the entering of Hamath unto the sea of the plain, according to the word of the LORD God of Israel, which he spake by the hand of his servant Jonah, the son of Amittai, the prophet, which was of Gathhepher.","Yazzaayo ensalo ya Isiraeri okuva awayingirirwa e Kamasi okutuuka ku nnyanja eya Alaba, ng'ekigambo bwe kyali ekya Mukama Katonda wa Isiraeri kye yayogerera mu mukono gw'omuddu we Yona mutabani wa Amitayi nnabbi ow'e Gasukeferi."
2KI1426,"For the LORD saw the affliction of Israel, that it was very bitter: for there was not any shut up, nor any left, nor any helper for Israel.","Kubanga Mukama n'alaba okubonyabonyezebwa kwa Isiraeri, nga kuzibu nnyo: kubanga tewaali eyasibibwa newakubadde ataasibibwa, wadde omubeezi eri Isiraeri."
2KI1427,And the LORD said not that he would blot out the name of Israel from under heaven: but he saved them by the hand of Jeroboam the son of Joash.,Mukama n'atayogera ng'alisangula erinnya lya Isiraeri okuva wansi w'eggulu: naye n'abalokolera mu mukono gwa Yerobowaamu mutabani wa Yowaasi.
2KI1428,"Now the rest of the acts of Jeroboam, and all that he did, and his might, how he warred, and how he recovered Damascus, and Hamath, which belonged to Judah, for Israel, are they not written in the book of the chronicles of the kings of Israel?","Era ebikolwa ebirala byonna ebya Yerobowaamu ne byonna bye yakola n'amaanyi ge bwe yalwana ne bwe yakomezaawo Isiraeri Ddamasiko ne Kamasi ebyabanga ebya Yuda, tebyawandiikibwa mu kitabo eky'eby'omu mirembe gya bassekabaka ba Isiraeri?"
2KI1429,"And Jeroboam slept with his fathers, even with the kings of Israel; and Zachariah his son reigned in his stead.","Yerobowaamu ne yeebakira wamu ne bajjajjaabe, be bassekabaka ba Isiraeri; Zekkaliya mutabani we n'afuga mu kifo kye."
2KI21,"And it came to pass, when the LORD would take up Elijah into heaven by a whirlwind, that Elijah went with Elisha from Gilgal.","Awo olwatuuka Mukama bwe yayagala okulinnyisa Eriya n'embuyaga ez'omuzimu mu ggulu, Eriya n'agenda ne Erisa ng'ava e Girugaali."
2KI22,"And Elijah said unto Elisha, Tarry here, I pray thee; for the LORD hath sent me to Bethel. And Elisha said unto him, As the LORD liveth, and as thy soul liveth, I will not leave thee. So they went down to Bethel.","Awo Eriya n'agamba Erisa nti Beera wano, nkwegayiridde; kubanga Mukama antumye e Beseri. Erisa n'ayogera nti Nga Mukama bw'ali omulamu n'emmeeme yo nga bw'eri ennamu, sijja kukuleka. Awo ne baserengeta ne bajja e Beseri."
